target_id,pval,qval,b,se_b,mean_obs,var_obs,tech_var,sigma_sq,smooth_sigma_sq,final_sigma_sq,gene_name,gene_beebase,gene_id,product
XM_006566607.3,0.510266136,0.841746403,-0.204150423,0.310059513,11.01569081,0.127867501,0.001082497,0.143122855,0.133296227,0.143122855,LOC411433,GB44930,411433,"PREDICTED: Apis mellifera ell-associated factor Eaf (LOC411433),"
XR_003306139.1,0.510236801,0.841746403,1.621989074,2.463273192,2.053301049,8.07051235,0.2278173,8.87375493,3.436023918,8.87375493,LOC107965883,,107965883,PREDICTED: Apis mellifera uncharacterized LOC107965883
XM_026445519.1,0.509930714,0.841746403,-0.344866708,0.523361439,8.25958677,0.364368549,0.007541098,0.403319696,0.287123031,0.403319696,LOC100577836,GB46182,100577836,PREDICTED: Apis mellifera uncharacterized LOC100577836
XM_394115.7,0.509868071,0.841746403,-0.366033056,0.555400758,7.756458918,0.410358061,0.011552088,0.451152914,0.357889518,0.451152914,LOC410638,GB45973,410638,PREDICTED: Apis mellifera aromatic-L-amino-acid decarboxylase
XM_624588.6,0.5101494,0.841746403,0.716177207,1.087415249,8.243283869,1.572839245,0.014850816,1.758857068,0.289023836,1.758857068,LOC552211,,552211,"PREDICTED: Apis mellifera protein THEM6 (LOC552211), mRNA."
XM_392863.7,0.509173911,0.841746403,-0.313206908,0.47446639,8.393731303,0.299571597,0.006936591,0.330740942,0.271918587,0.330740942,LOC409347,GB51495,409347,PREDICTED: Apis mellifera U4/U6.U5 tri-snRNP-associated protein 1
XM_026439714.1,0.509376448,0.841746403,-0.212997699,0.32281724,10.17075767,0.132006864,0.002172191,0.145823382,0.154144264,0.154144264,LOC412432,GB42112,412432,"PREDICTED: Apis mellifera uncharacterized LOC412432 (LOC412432),"
XM_006561263.3,0.509746202,0.841746403,-0.333158594,0.505373104,10.16539053,0.339780764,0.001796102,0.38130686,0.154318901,0.38130686,LOC551658,GB52198,551658,"PREDICTED: Apis mellifera anillin (LOC551658), mRNA."
XM_006558954.3,0.510397617,0.841800253,0.342964939,0.521050137,7.947526478,0.36107938,0.00966176,0.397578109,0.328074731,0.397578109,LOC412108,GB55165,412108,"PREDICTED: Apis mellifera casein kinase I (LOC412108), transcript"
XM_393417.6,0.510885599,0.842441945,-0.194814903,0.296314749,11.1569822,0.040699841,0.000908842,0.035733642,0.130794805,0.130794805,LOC409926,GB41068,409926,"PREDICTED: Apis mellifera 39S ribosomal protein L12, mitochondrial"
XM_006563969.2,0.511146091,0.842708335,0.52629057,0.800985063,8.797932971,0.852987015,0.005511611,0.956853996,0.231734483,0.956853996,LOC724969,GB53654,724969,"PREDICTED: Apis mellifera actin-binding protein IPP (LOC724969),"
XM_003250059.4,0.511314272,0.842822461,0.374091846,0.569573769,8.045702967,0.431280547,0.007928903,0.478692515,0.314097172,0.478692515,LOC100578875,GB46027,100578875,"PREDICTED: Apis mellifera beta-1,4-mannosyl-glycoprotein"
XM_026445308.1,0.511429228,0.842848826,0.457310023,0.696467198,7.88906608,0.644819606,0.009830544,0.717769292,0.336845751,0.717769292,LOC726416,GB49459,726416,PREDICTED: Apis mellifera coiled-coil domain-containing protein 186
XM_001119883.4,0.511531759,0.842854709,-0.220429201,0.335787497,10.35290639,0.149880602,0.001818838,0.167311028,0.148612506,0.167311028,LOC724487,GB52803,724487,PREDICTED: Apis mellifera 28 kDa heat- and acid-stable
XM_006563104.3,0.511736085,0.842865256,-0.349869883,0.533227009,10.66938436,0.377919932,0.001390165,0.4251064,0.140516154,0.4251064,LOC411714,GB45958,411714,PREDICTED: Apis mellifera uncharacterized protein C05D11.1
XM_624248.6,0.511730836,0.842865256,0.731615499,1.115021078,5.93739604,1.652504777,0.066523443,1.798384563,0.77670451,1.798384563,LOC551863,GB51650,551863,PREDICTED: Apis mellifera putative inorganic phosphate
XM_001121406.5,0.511894096,0.842962494,-0.334852498,0.510530513,7.632036338,0.203293051,0.012030365,0.200038626,0.378931743,0.378931743,LOC725583,GB54184,725583,"PREDICTED: Apis mellifera bridging integrator 3 (LOC725583), mRNA."
XM_026441405.1,0.512005758,0.842983384,0.643665437,0.981619692,4.572688199,0.868825331,0.114097937,0.81656928,1.331267892,1.331267892,LOC100577057,GB53514,100577057,PREDICTED: Apis mellifera uncharacterized LOC100577057
XM_006571612.3,0.513105665,0.843617694,0.62409685,0.954262622,7.251208934,1.209589646,0.017521726,1.348404001,0.44865236,1.348404001,LOC724415,GB54909,724415,"PREDICTED: Apis mellifera dynamin-binding protein (LOC724415),"
XM_006569658.3,0.51288901,0.843617694,0.659268013,1.007522259,4.485299203,1.232097163,0.145424566,1.23170902,1.377227088,1.377227088,LOC410175,GB47346,410175,"PREDICTED: Apis mellifera F-box/LRR-repeat protein 14 (LOC410175),"
XM_395330.6,0.512542805,0.843617694,0.203887676,0.3113343,10.52855624,0.095307503,0.001479481,0.102066078,0.143914088,0.143914088,LOC411863,GB44894,411863,PREDICTED: Apis mellifera dehydrogenase/reductase SDR family member
XM_003250338.4,0.51322073,0.843617694,-0.245999505,0.37624329,9.095112014,0.127002779,0.003967352,0.132092714,0.208371169,0.208371169,LOC552482,GB43520,552482,"PREDICTED: Apis mellifera protoporphyrinogen oxidase (LOC552482),"
XM_026440386.1,0.513381532,0.843617694,0.278757796,0.426508155,9.812237205,0.24160282,0.001271452,0.271592358,0.167581906,0.271592358,LOC727333,GB42217,727333,PREDICTED: Apis mellifera acyl-CoA Delta(11) desaturase
XM_026440388.1,0.513381532,0.843617694,0.278757796,0.426508155,9.812237205,0.24160282,0.001271452,0.271592358,0.167581906,0.271592358,LOC113218558,,113218558,PREDICTED: Apis mellifera acyl-CoA Delta(11) desaturase-like
XM_026440842.1,0.512766778,0.843617694,0.226597377,0.346195631,9.614993732,0.142411151,0.00296884,0.15579021,0.176808283,0.176808283,LOC727257,GB40879,727257,PREDICTED: Apis mellifera peroxisomal membrane protein PEX13
XR_412580.3,0.513065633,0.843617694,1.305178925,1.995467757,3.433591198,5.289317488,0.130438801,5.84239855,2.062458498,5.84239855,LOC102654300,,102654300,PREDICTED: Apis mellifera uncharacterized LOC102654300
XM_624334.6,0.513028024,0.843617694,0.262156419,0.400771099,10.49006708,0.213358765,0.001517848,0.239408363,0.144896584,0.239408363,LOC551952,GB46067,551952,PREDICTED: Apis mellifera putative N-acetylglucosamine-6-phosphate
XM_392710.6,0.512706057,0.843617694,-0.228456395,0.34898557,9.549837268,0.100117702,0.002505411,0.103069595,0.180180981,0.180180981,LOC409186,GB53339,409186,"PREDICTED: Apis mellifera vam6/Vps39-like protein (LOC409186),"
XM_026444118.1,0.514081273,0.844441697,0.458457274,0.702620853,6.16421451,0.233517474,0.032478195,0.180599995,0.7080359,0.7080359,LOC725391,GB43205,725391,"PREDICTED: Apis mellifera uncharacterized LOC725391 (LOC725391),"
XM_392373.7,0.514002414,0.844441697,0.315953132,0.484131618,7.852967018,0.243422395,0.009154141,0.25768896,0.342420994,0.342420994,LOC408842,GB44643,408842,"PREDICTED: Apis mellifera transportin-1 (LOC408842), transcript"
XM_006567378.3,0.51425921,0.844571094,-0.208355211,0.319455378,10.26035261,0.076746521,0.001746928,0.077906763,0.15133068,0.15133068,LOC408982,GB53402,408982,PREDICTED: Apis mellifera calcineurin B homologous protein 1
XM_026444148.1,0.514645252,0.845042146,0.321634283,0.493590511,7.766560282,0.055965078,0.009213795,0.021949323,0.356233594,0.356233594,LOC409579,GB55279,409579,PREDICTED: Apis mellifera Fanconi anemia group M protein
XM_623895.6,0.515086467,0.845440632,-0.618900058,0.950781786,4.693124213,0.173334165,0.085668758,-0.012640032,1.27031025,1.27031025,LOC551501,GB44913,551501,"PREDICTED: Apis mellifera fringe glycosyltransferase (LOC551501),"
XM_625219.6,0.515070127,0.845440632,0.264254401,0.405943575,12.05030287,0.21869734,0.000475834,0.246709445,0.120355426,0.246709445,LOC552843,GB44882,552843,"PREDICTED: Apis mellifera uncharacterized LOC552843 (LOC552843),"
XM_026445497.1,0.515417448,0.845775134,-0.466396577,0.717063859,6.086735675,0.626079788,0.04034266,0.660684913,0.730928208,0.730928208,LOC413784,GB50353,413784,"PREDICTED: Apis mellifera rabphilin (LOC413784), mRNA."
XM_006568105.3,0.515488872,0.845775134,-0.453895612,0.697962867,6.198391959,0.174961082,0.032603132,0.10884026,0.698125113,0.698125113,LOC409924,GB41065,409924,PREDICTED: Apis mellifera synaptic vesicle glycoprotein 2B
XM_006570875.3,0.51579854,0.846120216,-0.265980843,0.409304936,8.647803665,0.12012006,0.005719623,0.117900774,0.245576173,0.245576173,LOC412131,GB45395,412131,"PREDICTED: Apis mellifera kinesin 4B (LOC412131), mRNA."
XM_392742.7,0.516182781,0.846325572,-0.408538919,0.62925644,6.676439183,0.294869392,0.022362501,0.283635221,0.571583001,0.571583001,LOC409218,GB44773,409218,PREDICTED: Apis mellifera neural Wiskott-Aldrich syndrome protein
XM_026439878.1,0.516221833,0.846325572,0.879076173,1.354132512,3.051958366,1.151450819,0.369860038,0.779662892,2.380652253,2.380652253,LOC113218672,,113218672,PREDICTED: Apis mellifera uncharacterized LOC113218672
XM_006572258.3,0.516090985,0.846325572,0.525259085,0.808858956,6.845620998,0.867872505,0.020448403,0.960930813,0.532160933,0.960930813,LOC413126,GB42933,413126,PREDICTED: Apis mellifera serine/threonine-protein kinase Tao
XM_001119962.5,0.516638679,0.846375837,0.419775303,0.647266533,8.449199461,0.555608149,0.006309461,0.622121485,0.265877738,0.622121485,LOC724192,GB40864,724192,"PREDICTED: Apis mellifera titin (LOC724192), mRNA."
XM_006565066.3,0.517107632,0.846375837,1.232612483,1.902736683,0.842659628,4.216318533,0.152465151,4.548182941,5.278145174,5.278145174,LOC410470,GB49852,410470,PREDICTED: Apis mellifera putative polypeptide
XM_392838.7,0.517234162,0.846375837,0.732718542,1.131411158,6.184948914,1.697172388,0.056093936,1.864042876,0.702009611,1.864042876,LOC409321,GB50071,409321,PREDICTED: Apis mellifera mothers against decapentaplegic homolog 4
XM_396630.6,0.517004193,0.846375837,-0.26818819,0.413889666,8.589107527,0.203734994,0.005607398,0.222089505,0.251349585,0.251349585,LOC413179,GB47649,413179,PREDICTED: Apis mellifera mediator of RNA polymerase II
XM_016910719.2,0.516987191,0.846375837,0.95607012,1.47542474,3.78230912,2.886474817,0.355107357,2.910209887,1.806084684,2.910209887,LOC107964039,,107964039,PREDICTED: Apis mellifera uncharacterized LOC107964039
XM_026439634.1,0.517164232,0.846375837,-0.589279961,0.909771787,4.947126858,0.260041315,0.091220655,0.103611912,1.150306401,1.150306401,LOC102654766,,102654766,PREDICTED: Apis mellifera leucine-rich repeat-containing protein
XM_624958.5,0.516814765,0.846375837,-0.42465508,0.655065895,6.784362497,0.569033173,0.01870082,0.624966171,0.546116199,0.624966171,LOC552583,GB49641,552583,"PREDICTED: Apis mellifera guanosine-3',5'-bis(diphosphate)"
XM_006559443.3,0.516925213,0.846375837,-0.187405275,0.289164455,11.58256866,0.082539772,0.0007164,0.08928804,0.124707724,0.124707724,LOC551603,GB40429,551603,"PREDICTED: Apis mellifera ras-related protein Rab-11A (LOC551603),"
XM_016914104.2,0.517131577,0.846375837,1.345276468,2.076770432,4.498443683,5.718501143,0.30635868,6.163104458,1.370219138,6.163104458,LOC107964997,,107964997,PREDICTED: Apis mellifera uncharacterized LOC107964997
XM_001120061.5,0.51724624,0.846375837,-0.764166357,1.180004626,3.69208547,0.645227539,0.219143475,0.368409616,1.869472901,1.869472901,LOC724269,GB53374,724269,"PREDICTED: Apis mellifera connectin (LOC724269), transcript variant"
XM_026440726.1,0.517426286,0.846507814,-0.424615655,0.655961659,6.47532968,0.364846113,0.023356383,0.365089337,0.622072163,0.622072163,LOC113218774,,113218774,PREDICTED: Apis mellifera uncharacterized LOC113218774
XM_392847.7,0.517542638,0.846535558,-0.233354414,0.360594521,9.543494465,0.172370375,0.002871492,0.19217112,0.180518041,0.19217112,LOC409331,GB43626,409331,PREDICTED: Apis mellifera YEATS domain-containing protein 2
NM_001242574.1,0.518031791,0.8468992,-0.543645309,0.841058453,5.968838789,0.937520253,0.040149089,1.020919894,0.766887042,1.020919894,osp,,551828,Apis mellifera myosin phosphatase Rho interacting protein outspread
XM_395543.6,0.51839949,0.8468992,-0.350223567,0.542297458,8.78113769,0.389700804,0.004990479,0.436139321,0.233214858,0.436139321,LOC412077,GB50847,412077,PREDICTED: Apis mellifera SWI/SNF-related matrix-associated
XM_006571634.3,0.518258404,0.8468992,-0.291300749,0.45090737,8.814090471,0.269437786,0.005378725,0.29959746,0.2303269,0.29959746,LOC413855,GB53934,413855,PREDICTED: Apis mellifera rho GTPase-activating protein 24
XM_026446300.1,0.518120914,0.8468992,-0.306349986,0.474046441,7.952243709,0.161324281,0.00969879,0.156762694,0.327381252,0.327381252,LOC107965313,,107965313,"PREDICTED: Apis mellifera mpv17-like protein 2 (LOC107965313),"
XM_625101.6,0.518710716,0.8468992,-0.276432335,0.428355399,12.89861103,0.243110468,0.000264051,0.274968471,0.118259131,0.274968471,LOC552726,GB49031,552726,"PREDICTED: Apis mellifera 40S ribosomal protein S18 (LOC552726),"
XM_397043.7,0.518609915,0.8468992,-0.186522775,0.288963226,11.59994339,0.03636912,0.000746166,0.031668704,0.124503452,0.124503452,LOC413601,GB54112,413601,PREDICTED: Apis mellifera adenine phosphoribosyltransferase
XM_003249106.4,0.518756791,0.8468992,-0.284792577,0.441358941,8.274178211,0.217457063,0.006765569,0.234640705,0.285431003,0.285431003,LOC100576487,GB54326,100576487,PREDICTED: Apis mellifera apoptosis regulatory protein Siva
XR_119759.4,0.518633526,0.8468992,-1.22034171,1.890674147,0.984577817,4.736348641,0.140515594,5.221457499,5.023353255,5.221457499,LOC100577721,,100577721,PREDICTED: Apis mellifera uncharacterized LOC100577721
XM_026439845.1,0.518340763,0.8468992,0.419471205,0.649431551,7.516587734,0.558900436,0.011644941,0.620997069,0.399392319,0.620997069,LOC113218670,,113218670,PREDICTED: Apis mellifera cap-specific mRNA
XM_006561820.3,0.51875932,0.8468992,0.428447296,0.663992687,6.994545067,0.584133671,0.02087012,0.640459312,0.49972508,0.640459312,LOC409007,GB17627,409007,PREDICTED: Apis mellifera heterogeneous nuclear ribonucleoprotein K
XM_026441120.1,0.518935596,0.84702462,-0.561461604,0.870500622,5.153542271,0.633723263,0.075902642,0.598036762,1.060754358,1.060754358,LOC100576836,GB41518,100576836,PREDICTED: Apis mellifera uncharacterized LOC100576836
XM_001121305.5,0.519611964,0.847689751,0.867337953,1.346915883,3.07929346,1.019649714,0.364817103,0.627641867,2.356456489,2.356456489,LOC725462,GB44987,725462,PREDICTED: Apis mellifera vesicular glutamate transporter 2.1
XM_392920.7,0.51969704,0.847689751,-0.246296178,0.382558874,8.993285632,0.061019502,0.003695852,0.049830348,0.215831086,0.215831086,LOC409405,GB41669,409405,PREDICTED: Apis mellifera baculoviral IAP repeat-containing protein
XM_016916994.2,0.519741209,0.847689751,0.344913772,0.535793064,7.411911506,0.231684262,0.012062704,0.232930557,0.418548608,0.418548608,LOC414036,GB45961,414036,PREDICTED: Apis mellifera ankyrin repeat domain-containing protein
XM_006559621.3,0.519712252,0.847689751,0.437305932,0.679269009,8.561698395,0.611058608,0.006449254,0.685660327,0.254112307,0.685660327,LOC102654108,,102654108,PREDICTED: Apis mellifera uncharacterized LOC102654108
XM_006563239.3,0.519855078,0.847713134,0.790739168,1.228678503,3.470026968,0.557670269,0.230274566,0.232337608,2.034201729,2.034201729,LOC414021,GB40764,414021,"PREDICTED: Apis mellifera uncharacterized LOC414021 (LOC414021),"
XM_006565229.3,0.520083618,0.8478773,-0.36657605,0.569910817,8.248323932,0.430071408,0.007896813,0.479300697,0.288435051,0.479300697,LOC725656,GB49398,725656,PREDICTED: Apis mellifera uncharacterized protein DDB_G0288805
XM_006560471.3,0.520154854,0.8478773,-0.545362059,0.848011755,5.250391694,0.426789529,0.057648387,0.364306109,1.021037519,1.021037519,LOC100577174,GB51515,100577174,PREDICTED: Apis mellifera ras-responsive element-binding protein 1
XM_001120937.5,0.520347507,0.84795525,-0.620144763,0.964740642,5.070883219,1.232243265,0.100036512,1.296050247,1.095796604,1.296050247,LOC725041,GB47740,725041,PREDICTED: Apis mellifera leucine-rich repeat-containing protein 15
XM_395767.6,0.520501356,0.84795525,0.306192215,0.476509788,7.925847435,0.24253639,0.009302964,0.258709896,0.331289403,0.331289403,LOC412306,GB48352,412306,"PREDICTED: Apis mellifera TBC1 domain family member 14 (LOC412306),"
XM_395337.7,0.520446321,0.84795525,-0.205937568,0.320446812,10.23242606,0.064518726,0.001841662,0.062902891,0.152187577,0.152187577,LOC411870,GB52339,411870,PREDICTED: Apis mellifera microtubule-associated proteins 1A/1B
XM_001120956.5,0.520847713,0.848195024,-0.328016205,0.510897452,8.00749871,0.345497837,0.008927892,0.382596417,0.319421326,0.382596417,LOC725060,GB53652,725060,PREDICTED: Apis mellifera coenzyme Q-binding protein COQ10 homolog
XM_392443.7,0.520823255,0.848195024,0.463379159,0.721687947,7.010461475,0.689416265,0.021723775,0.759526464,0.496382073,0.759526464,LOC408915,GB44336,408915,"PREDICTED: Apis mellifera protein couch potato (LOC408915),"
XM_006572032.3,0.521267127,0.848553541,0.940435663,1.466238474,6.22481365,2.845152086,0.045296796,3.179486097,0.690542212,3.179486097,LOC102654355,,102654355,PREDICTED: Apis mellifera uncharacterized LOC102654355
XM_394676.6,0.521264672,0.848553541,0.180791819,0.28187187,12.34992956,0.032874712,0.000399677,0.028436582,0.118777949,0.118777949,LOC411202,GB44209,411202,"PREDICTED: Apis mellifera 1,5-anhydro-D-fructose reductase"
XM_392060.7,0.521625188,0.848811946,0.190972318,0.298002077,14.39328739,0.0337481,9.59141E-05,0.028412802,0.133111943,0.133111943,LOC408516,GB49999,408516,"PREDICTED: Apis mellifera protein D2 (LOC408516), transcript"
XM_026443072.1,0.521587797,0.848811946,0.203386919,0.3173459,10.32831643,0.098550847,0.001745557,0.105930663,0.149317074,0.149317074,LOC726077,GB14293,726077,PREDICTED: Apis mellifera putative ATP-dependent RNA helicase DHX30
XM_006566974.3,0.521836057,0.848864288,-0.31004306,0.484050696,13.17198181,0.310004102,0.000294378,0.351163237,0.119144141,0.351163237,LOC551870,GB52116,551870,"PREDICTED: Apis mellifera 60S ribosomal protein L36 (LOC551870),"
XM_392043.7,0.521856688,0.848864288,-0.737882884,1.152067156,4.19680454,1.756051823,0.269463113,1.721424984,1.539913799,1.721424984,LOC408500,GB41659,408500,PREDICTED: Apis mellifera endothelin-converting enzyme homolog
XM_026442781.1,0.522208328,0.849111938,-0.810911398,1.267157869,6.955717808,2.124100065,0.023723495,2.384810101,0.50797976,2.384810101,LOC411836,GB54967,411836,PREDICTED: Apis mellifera exosome complex component RRP42
XM_393179.7,0.522148627,0.849111938,-0.252031152,0.393775988,8.845988476,0.10938702,0.00499312,0.107920767,0.227596173,0.227596173,LOC409681,GB50255,409681,PREDICTED: Apis mellifera RWD domain-containing protein 1
XM_006566550.3,0.522523518,0.849138104,-1.228810019,1.921636068,2.706317094,4.88421443,0.284865048,5.254162716,2.706738837,5.254162716,LOC726861,GB14259,726861,"PREDICTED: Apis mellifera myosuppressin (LOC726861), transcript"
XM_001121818.5,0.522492916,0.849138104,0.359605803,0.562316896,7.966608294,0.41823525,0.008818128,0.46548231,0.325282884,0.46548231,LOC726043,GB16665,726043,PREDICTED: Apis mellifera leucine-rich repeat-containing protein 57
XM_016911787.2,0.522519152,0.849138104,0.261163092,0.408407435,9.298513562,0.220617808,0.003350606,0.246844344,0.194740558,0.246844344,LOC726254,GB44183,726254,PREDICTED: Apis mellifera E3 ubiquitin-protein ligase HECTD1
XR_001704535.2,0.522981173,0.849719697,0.902131198,1.412323493,2.920923798,1.4459157,0.492177362,1.010027002,2.499809113,2.499809113,LOC107965076,,107965076,PREDICTED: Apis mellifera uncharacterized LOC107965076
XR_003304974.1,0.523173293,0.849869719,-1.098858331,1.721103452,1.807432823,3.200620115,0.689244013,2.858722518,3.754051625,3.754051625,LOC113218886,,113218886,PREDICTED: Apis mellifera uncharacterized LOC113218886
XM_006558318.3,0.523577055,0.850026866,0.202687454,0.317771028,10.31942658,0.064826912,0.001892781,0.063735032,0.149574858,0.149574858,LOC724712,GB40207,724712,"PREDICTED: Apis mellifera serine--tRNA ligase, mitochondrial"
XM_006562957.3,0.523669246,0.850026866,-1.373006602,2.153061728,2.681842467,6.128353902,0.370233657,6.583278547,2.731302392,6.583278547,LOC102654839,,102654839,PREDICTED: Apis mellifera uncharacterized LOC102654839
XM_006567774.3,0.523647833,0.850026866,-0.478566839,0.750419411,6.746737483,0.744463017,0.035160697,0.809533242,0.554866559,0.809533242,LOC408844,GB44634,408844,PREDICTED: Apis mellifera dual specificity protein phosphatase 10
XM_006569420.3,0.523432004,0.850026866,0.284499157,0.445878698,11.22698564,0.262851307,0.00086232,0.297349401,0.12964666,0.297349401,LOC408904,GB48124,408904,PREDICTED: Apis mellifera non-specific lipid-transfer protein
XM_006558227.3,0.523796787,0.850071881,0.927577489,1.455015019,2.832759556,0.782243867,0.592592949,0.062561884,2.583010107,2.583010107,LOC408264,GB47918,408264,"PREDICTED: Apis mellifera netrin receptor UNC5C (LOC408264),"
XM_026443861.1,0.524584697,0.850251794,0.229300965,0.36036942,10.34355759,0.171613023,0.001631161,0.193168018,0.14887892,0.193168018,LOC552683,GB44978,552683,PREDICTED: Apis mellifera chitinase domain-containing protein 1
XM_393850.7,0.524544761,0.850251794,0.383770885,0.603076277,8.291285642,0.480625223,0.00743449,0.538117004,0.283458579,0.538117004,LOC410370,GB49392,410370,PREDICTED: Apis mellifera actin-binding Rho-activating protein
XM_016915933.2,0.524487195,0.850251794,-0.435558368,0.684362644,8.576721313,0.618936001,0.005806178,0.696722164,0.252592877,0.696722164,LOC107965449,,107965449,"PREDICTED: Apis mellifera ras-related protein RabJ (LOC107965449),"
XM_392061.7,0.524119366,0.850251794,-0.536973286,0.842961064,5.305821781,0.878150903,0.066935928,0.922625084,0.998939105,0.998939105,LOC408517,GB50003,408517,PREDICTED: Apis mellifera synaptic vesicular amine transporter
XR_001702684.2,0.524513115,0.850251794,-1.144873447,1.798972654,3.153943265,4.276783692,0.109679015,4.744774897,2.291515867,4.744774897,LOC102655779,,102655779,PREDICTED: Apis mellifera uncharacterized LOC102655779
XM_006570209.3,0.524203364,0.850251794,-0.197858749,0.31066907,10.54418307,0.081954592,0.001250761,0.086511948,0.143522146,0.143522146,LOC726569,GB45712,726569,PREDICTED: Apis mellifera mitochondrial import inner membrane
XM_026441056.1,0.524606455,0.850251794,-0.19917943,0.313046839,10.46323311,0.021320333,0.001401003,0.010372247,0.145596482,0.145596482,LOC100576413,GB44685,100576413,PREDICTED: Apis mellifera uncharacterized protein PF11_0213
XM_392750.7,0.52515789,0.850351736,-0.282785533,0.445040804,9.661775136,0.261663878,0.00277186,0.294320116,0.174487067,0.294320116,LOC409226,GB48951,409226,"PREDICTED: Apis mellifera FAS-associated factor 1 (LOC409226),"
XM_006566990.3,0.524941731,0.850351736,-0.229080251,0.360332757,11.60279623,0.171550963,0.00073677,0.194022774,0.124470234,0.194022774,LOC100577673,GB51963,100577673,PREDICTED: Apis mellifera mitochondrial ribonuclease P protein 1
XM_006565927.3,0.524997193,0.850351736,0.912527859,1.43555669,3.886836341,2.722799742,0.39313221,2.698102307,1.735105718,2.698102307,LOC100578437,GB52429,100578437,"PREDICTED: Apis mellifera ataxin-7-like protein 1 (LOC100578437),"
XM_006567755.3,0.524927641,0.850351736,0.394088305,0.619861804,7.87569278,0.507666065,0.009584782,0.566758203,0.33889727,0.566758203,LOC725128,GB44626,725128,"PREDICTED: Apis mellifera uncharacterized LOC725128 (LOC725128),"
XM_026441297.1,0.525167328,0.850351736,0.513981263,0.808909293,7.319612154,0.864454114,0.013522049,0.967979317,0.435771811,0.967979317,LOC413043,GB54485,413043,PREDICTED: Apis mellifera UDP-glucuronosyltransferase 1-3
XM_393289.7,0.52554095,0.850794958,-0.275841461,0.434514065,8.348727183,0.135228092,0.006274673,0.13422725,0.276929036,0.276929036,LOC409795,GB53821,409795,PREDICTED: Apis mellifera telomerase-binding protein EST1A
XM_006563862.3,0.525642067,0.850796938,1.79940328,2.835168422,2.834568003,10.61717163,0.093302119,11.96396785,2.581278448,11.96396785,LOC102654212,,102654212,PREDICTED: Apis mellifera uncharacterized LOC102654212
XM_003251788.4,0.52623489,0.850865381,1.062141551,1.675926138,2.707249701,3.708917506,0.410666097,3.802426532,2.705806832,3.802426532,LOC412853,GB12558,412853,"PREDICTED: Apis mellifera brain tumor protein (LOC412853),"
XM_016911609.2,0.526231841,0.850865381,0.450566221,0.710931739,6.98403698,0.667411701,0.023005613,0.735130293,0.501945139,0.735130293,LOC102656652,,102656652,PREDICTED: Apis mellifera vesicle-associated membrane protein
XM_001121920.5,0.525970941,0.850865381,-0.491371959,0.774828854,5.710337325,0.356789747,0.049825711,0.305619073,0.850713919,0.850713919,LOC726160,GB44684,726160,"PREDICTED: Apis mellifera uncharacterized LOC726160 (LOC726160),"
XM_001122105.5,0.526283765,0.850865381,-1.766351498,2.787410426,5.162766241,10.25958755,0.02789885,11.62658648,1.056910056,11.62658648,LOC726362,GB46289,726362,"PREDICTED: Apis mellifera 4-coumarate--CoA ligase 1 (LOC726362),"
XM_395385.6,0.52596515,0.850865381,-0.530781001,0.83696001,8.154669636,0.925121012,0.009659159,1.041093929,0.299748886,1.041093929,LOC411916,GB43913,411916,"PREDICTED: Apis mellifera 2-amino-3-ketobutyrate coenzyme A ligase,"
XM_001121757.5,0.526242283,0.850865381,0.55124994,0.869818804,7.427713019,0.99906465,0.015515242,1.119361885,0.415627057,1.119361885,LOC725973,GB51420,725973,"PREDICTED: Apis mellifera uncharacterized LOC725973 (LOC725973),"
XM_006568379.2,0.526412398,0.850911823,0.328166025,0.518027096,7.833855992,0.354330368,0.010518619,0.392009488,0.345420186,0.392009488,LOC100578483,GB44280,100578483,PREDICTED: Apis mellifera probable DNA primase large subunit
XM_026444567.1,0.526543634,0.850962453,1.304657238,2.060122836,3.649936129,5.60356647,0.084268291,6.281890856,1.899773923,6.281890856,LOC102654175,,102654175,PREDICTED: Apis mellifera uncharacterized LOC102654175
XM_026439095.1,0.526875299,0.851336923,0.572130107,0.904148852,4.980957834,0.865858935,0.091071209,0.868502637,1.135156511,1.135156511,LOC408661,GB55576,408661,"PREDICTED: Apis mellifera uncharacterized LOC408661 (LOC408661),"
XM_001122611.5,0.527322173,0.851897372,1.23819179,1.958857303,2.914291487,5.064481994,0.201079093,5.554603808,2.505982126,5.554603808,LOC726895,GB46620,726895,PREDICTED: Apis mellifera uncharacterized protein C1orf112 homolog
XM_392642.6,0.527811847,0.85252674,0.305484032,0.48385862,9.341738896,0.308939145,0.003505148,0.347673598,0.192058842,0.347673598,LOC409117,GB44061,409117,PREDICTED: Apis mellifera vacuolar protein sorting-associated
XM_624109.5,0.528338742,0.85305423,0.193418909,0.306749278,11.79361701,0.124137406,0.000615232,0.140527448,0.122451977,0.140527448,LOC551721,GB49497,551721,PREDICTED: Apis mellifera V-type proton ATPase subunit B
XM_006559524.3,0.52824242,0.85305423,0.387383384,0.614220321,9.204338723,0.49773969,0.004691099,0.561208805,0.200842837,0.561208805,LOC552400,GB40496,552400,PREDICTED: Apis mellifera putative uncharacterized protein
XM_394248.6,0.528829289,0.853129786,0.364396848,0.578596771,8.354194229,0.441564587,0.006298488,0.495862846,0.276315319,0.495862846,LOC410772,GB42186,410772,PREDICTED: Apis mellifera RING finger and SPRY domain-containing
